stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1420,1420,"HIXSON PIKE + 1324",,35.072027,-85.288708,,,,,,2
1421,1421,"HIXSON PIKE + REGIONS BANK",,35.112898,-85.263437,,,,,,2
1422,1422,"HIXSON PIKE + STRAWBERRY",,35.122392,-85.248353,,,,,,0
1423,1423-cd,"PICCADILLYS",,35.128925,-85.240772,,,,,,0
1424,1424-cd,"HIXSON PIKE + WESTWOOD",,35.074283,-85.288295,,,,,,0
1425,1425,"HIGHWAY 153 + KMART",,35.135287,-85.246462,,,,,,2
1429,2809,"FRAZIER + TAMPA",,35.061193,-85.303633,,,,,,2
1431,1431,"HIXSON PK + HIGHLAND PEDIATRIC CLINIC",,35.121062,-85.248862,,,,,,2
1459,2195,"MARKET + SHUTTLE PARK SOUTH",,35.037988,-85.307528,,,,,,2
1460,1460,"MAIN + BROAD",,35.037535,-85.311042,,,,,,0
1461,2134,"MAIN + MARKET",,35.036152,-85.307130,,,,,,2
1462,1462,"MARKET + 14TH",,35.036585,-85.307273,,,,,,2
1474,2085,"M.L.KING BLVD + KING",,35.044505,-85.305017,,,,,,2
1475,2014,"HOUSTON + M.L. KING BLVD",,35.044533,-85.305637,,,,,,0
1477,2052,"LEE HWY + JUBILEE",,35.017833,-85.205803,,,,,,2
1485,2884,"SHALLOWFORD + OVERNIGHT",,35.043023,-85.157372,,,,,,2
1486,1167,"49TH + JEFFERY",,34.991815,-85.305763,,,,,,2
1487,1801,"MARKET + 20TH",,35.030812,-85.308800,,,,,,2
1488,1488-cd,"TENNESSEE AVE + 37TH",,35.012657,-85.325950,,,,,,0
1492,1492-cd,"GREENWOOD + NORTH CREST",,35.064098,-85.240882,,,,,,0
1493,1493-cd,"TUNNEL + WILDWOOD",,35.055948,-85.232125,,,,,,0
1494,1494-cd,"GERMANTOWN + TERRELL",,35.032528,-85.241947,,,,,,0
1496,2119,"MAIN + MORNINGSIDE",,35.027005,-85.282828,,,,,,2
1498,3104,"DODDS + 46TH",,34.989840,-85.287310,,,,,,2
1499,1499-cd,"MAIN + MARKET",,35.035965,-85.306908,,,,,,0
1501,3101,"DODDS + 41ST",,34.995335,-85.284275,,,,,,2
1502,1549,"28TH + DODDS",,35.009223,-85.277392,,,,,,2
1503,1503,"DODDS + 21ST",,35.016522,-85.273117,,,,,,0
1504,3102,"MAIN + BEECH",,35.025717,-85.278838,,,,,,2
1505,2124,"MAIN + HOLTZCLAW",,35.028892,-85.287723,,,,,,2
1516,2513,"WILCOX + LILLIAN",,35.046868,-85.235113,,,,,,2
1532,1385,"BROAD + READ HOUSE",,35.046253,-85.310310,,,,,,2
1535,1398,"BROAD + 10TH",,35.044600,-85.310247,,,,,,2
1537,1377,"BROAD + 4TH",,35.052032,-85.310818,,,,,,2
1538,1433,"CARTER  + DAYS INN",,35.044640,-85.312312,,,,,,2
1539,1002,"10TH + LIBRARY",,35.044792,-85.311295,,,,,,2
1545,1339,"BRAINERD RD + LABOR READY TEMP AGENCY",,35.026032,-85.250863,,,,,,2
1547,1547,"WILCOX + FOXWOOD PL",,35.048208,-85.241820,,,,,,0
1548,1067,"23RD + LYERLY",,35.016880,-85.276978,,,,,,2
1551,1551-cd,"GERMANTOWN + BRAINERD RD (CAR WASH)",,35.025027,-85.246048,,,,,,0
1555,2188,"MARKET + 6TH",,35.048828,-85.309547,,,,,,2
1556,1538,"DODDS + 19TH",,35.017993,-85.272163,,,,,,2
1557,2169,"MARKET + W 14TH",,35.038577,-85.307560,,,,,,2
1558,2118,"MAIN + HAWTHORNE",,35.026710,-85.281970,,,,,,2
1559,1579,"DODDS + 48TH",,34.987830,-85.288343,,,,,,2
1560,2230,"MARKET + WAREHOUSE ROW",,35.042880,-85.309102,,,,,,2
1565,2643,"SHUTTLE PARK NORTH - INTERNAL",,35.054065,-85.311438,,,,,,2
1566,1566-cd,"SHUTTLE PARK NORTH - INTERNAL",,35.054030,-85.311470,,,,,,0
1578,2835,"LEE HWY + VFW",,35.027395,-85.190577,,,,,,2
1579,2914,"MARKET + FIRST HORIZON BANK (7TH)",,35.048120,-85.309547,,,,,,0
1582,1582,"BROAD + POPEYES",,35.016102,-85.323010,,,,,,2
1583,2293,"ORCHARD KNOB + 3RD",,35.041147,-85.271957,,,,,,2
1584,2296,"ORCHARD KNOB + BLACKFORD",,35.042605,-85.271177,,,,,,2
1589,1589-cd,"MARKET + 6TH - COURTS BUILDING",,35.049317,-85.309498,,,,,,0
1593,1690,"GLENWOOD + CITICO",,35.041620,-85.258318,,,,,,2
1595,1595-cd,"MARKET + 2ND",,35.054702,-85.309595,,,,,,0
1596,1661,"FRAZIER + TREMONT",,35.061810,-85.305097,,,,,,2
1655,1655,"SHUTTLE PARK NORTHSHORE GARAGE",,35.062490,-85.304937,,,,,,0
1684,1684-cd,"TENNESSEE AVE + BROAD",,35.014305,-85.325060,,,,,,0
1701,3213,"WEST GORDON + CHICKAMAUGA",,34.984097,-85.286794,,,,,,2
1706,3214,"ROSSVILLE BLVD + 50TH",,34.985510,-85.287109,,,,,,2
1707,3215,"ROSSVILLE BLVD + 49TH",,34.986369,-85.287605,,,,,,2
1708,1790,"ROSSVILLE BLVD + 48TH",,34.987595,-85.288448,,,,,,0
1710,1650,"STATE ST + STATE LINE",,34.984730,-85.288150,,,,,,2
1713,3160,"HOUSTON + MARKET",,35.042000,-85.308670,,,,,,2
1731,2562,"WILSON + 48TH",,34.993198,-85.307528,,,,,,2
1733,1733,"TUNNEL & MONTVIEW DRIVE",,35.027498,-85.247670,,,,,,0
1734,1734,"TUNNEL & RIDGEVALE AVENUE",,35.030375,-85.246287,,,,,,0
1735,1735,"TUNNEL & RIDGSIDE ROAD",,35.032623,-85.245063,,,,,,2
1755,3241,"BONNY OAKS + HICKORY VALLEY",,35.072547,-85.156022,,,,,,2
1797,2011,"WILSON + HOOKER RD",,34.993948,-85.307147,,,,,,2
1819,2868,"CORNELISON + POST OFFICE",,35.006295,-85.212319,,,,,,2
1820,2843,"CORNELISON + POST OFFICE",,35.006294,-85.212319,,,,,,2
1832,1832,"TUNNEL BLVD + MAY STREET",,35.036542,-85.240926,,,,,,0
1834,1852,"EASTWOOD MANOR",,35.043208,-85.224739,,,,,,2
1835,1835,"SHAWHAN + SHALLOWFORD ROAD",,35.040219,-85.226425,,,,,,0
1836,1836,"NORTH MOORE + SHAWHAN",,35.037800,-85.219538,,,,,,0
1842,2533,"WILCOX + TUNNEL",,35.047401,-85.238036,,,,,,2
1843,1843,"TUNNEL BLVD + SHALLOWFORD",,35.037827,-85.240299,,,,,,0
1844,2442,"TUNNEL BLVD + JONES",,35.045794,-85.237682,,,,,,2
1845,1845-cd,"TUNNEL + MILTON",,35.047673,-85.237150,,,,,,0
1846,2438,"TUNNEL BLVD + HILLWOOD",,35.048669,-85.236597,,,,,,2
1848,3335,"EASTGATE LOOP OB 1ST STOP",,35.009545,-85.213178,,,,,,2
1849,3336,"EPB",,35.008492,-85.212193,,,,,,2
1850,3337,"EASTGATE LOOP LAST STOP",,35.007192,-85.211430,,,,,,2
1853,1853,"BRAINERD ROAD + BELAIRE DRIVE",,35.011285,-85.215625,,,,,,0
1860,2040,"LEE HWY + HONEST STREET",,35.020348,-85.201830,,,,,,2
1862,2255,"MCCALLIE AVE + LYERLY",,35.033955,-85.269207,,,,,,2
1870,2342,"ShoCam0",,35.057697,-85.267697,,,,,,2
1873,1298,"BRAINERD RD + STARBUCKS",,35.011406,-85.215050,,,,,,2
1874,2642,"SHUTTLE PARK SOUTH",,35.037876,-85.306890,,,,,,2
1875,1842,"SHALLOWFORD + CENTER",,35.044052,-85.160392,,,,,,2
1876,1876,"HAMMALL",,35.036780,-85.160408,,,,,,0
1878,3348,"HAMMALL",,35.036757,-85.160408,,,,,,2
1883,3348,"HAMMALL",,35.036784,-85.160408,,,,,,0
1889,3339,"EASTGATE LOOP IB 2ND STOP",,35.009430,-85.212860,,,,,,2
1891,1752,"HALSEY + USHER",,34.988092,-85.317003,,,,,,2
1892,1615,"USHER + 52ND",,34.990660,-85.315480,,,,,,2
1899,1164,"49TH + 715",,34.991990,-85.306320,,,,,,2
1906,1906-cd,"WILSON + 49TH",,34.992494,-85.307946,,,,,,0
1911,1338,"BRAINERD RD + WEST BROW",,35.026909,-85.253110,,,,,,2
1912,1159,"40TH + TEACHER PL",,35.008167,-85.324138,,,,,,2
1913,1913,"40TH + TENNESSEE AVE",,35.008095,-85.327302,,,,,,0
1914,2663,"38TH + TENNESSEE AVE",,35.011027,-85.327397,,,,,,2
1915,1614,"5232 USHER",,34.989160,-85.316315,,,,,,2
1919,2842,"GREENWAY VIEW DR + WALMART",,35.008370,-85.206820,,,,,,2
1922,2319,"RIVERSIDE CENTER",,35.055694,-85.280897,,,,,,2
1923,1662,"WOODLAND",,35.062616,-85.307791,,,,,,2
1925,3382,"VOLKSWAGEN DR",,35.076699,-85.127349,,,,,,2
1926,3293,"HICKORY VALLEY + BONNY OAKS DRIVE",,35.072538,-85.156160,,,,,,2
1939,1,"Market & 4th-1-0",,35.052444,-85.309660,,,,,,2
1975,1376,"Broad & 3rd 1",,35.053453,-85.310592,,,,,,2
1976,1381,"Broad & 6th-1-0",,35.049510,-85.310420,,,,,,2
1992,1475,"Chamberlain & Burton-1",,35.057020,-85.253680,,,,,,2
1997,1602,"Dodson & Glass1",,35.063688,-85.255025,,,,,,2
2001,1658,"Frazier & Forrest-1",,35.062432,-85.306584,,,,,,2
2010,1755,"Riverside & Wilcox 0",,35.058371,-85.275844,,,,,,2
2022,1918,"Hixson Pk & Dartmouth-1",,35.070140,-85.289350,,,,,,2
2026,1928,"Hixson Pk & Forrest Highland-1",,35.113090,-85.263430,,,,,,2
2027,1930,"Hixson Pk & Grace Bible-1",,35.111710,-85.269070,,,,,,2
2028,1937,"Hixson Pk & Highland-1",,35.113250,-85.262410,,,,,,2
2030,1963,"Hixson Pk & Rivermont Pres Church-1",,35.102210,-85.275050,,,,,,2
2045,2012,"Houston & 10th-1-0",,35.043539,-85.306204,,,,,,2
2055,2166,"Market & 12th 0",,35.042249,-85.308998,,,,,,2
2062,2183,"Market & 3rd1",,35.053640,-85.309740,,,,,,2
2063,2185,"Market & 4th 0",,35.052444,-85.309682,,,,,,2
2068,2192,"Market & 8th-1-0",,35.047018,-85.309548,,,,,,2
2071,2207,"Market & epb 0",,35.045152,-85.309492,,,,,,2
2076,2220,"Market & Miller Pk 0",,35.044638,-85.309492,,,,,,2
2078,2225,"Market & TVA CU 0",,35.047982,-85.309494,,,,,,2
2080,2268,"N Point Blvd & Home Depot",,35.138580,-85.244330,,,,,,2
2081,2270,"N Point Blvd & Lowe's",,35.138360,-85.246920,,,,,,2
2085,2288,"Northgate & Chili's-1",,35.132783,-85.240988,,,,,,2
2086,2289,"Northgate & Mall Entrance",,35.128858,-85.240707,,,,,,2
2111,2544,"Willow & 3rd-1",,35.039839,-85.269235,,,,,,2
2112,2546,"Willow & 4th-1",,35.038983,-85.269684,,,,,,2
2129,2723,"Glenwood & Wyandot-1",,35.039290,-85.260520,,,,,,2
2130,2725,"Dodds & Duncan-1",,35.031150,-85.264360,,,,,,2
2131,2726,"Dodds & Chamberlain-1",,35.030330,-85.264830,,,,,,2
2132,2737,"3rd & Roberts-1",,35.041730,-85.274050,,,,,,2
2133,2738,"3rd & Hickory-1",,35.042020,-85.274790,,,,,,2
2134,2739,"3rd & Baldwin-1",,35.050210,-85.295970,,,,,,2
2139,2789,"Houston & Oak-1-0",,35.047758,-85.303651,,,,,,2
2145,2808,"Shuttle Garage-1",,35.062180,-85.305378,,,,,,2
2148,2825,"Gunbarrel & Bus Shelter-1",,35.032516,-85.154233,,,,,,2
2163,2964,"Broadway & Pollard Westbound",,35.051274,-85.301581,,,,,,2
2176,3118,"Mkt & 1st Tennessee Bank",,35.048144,-85.309592,,,,,,2
2177,3119,"Houston & 8th Street-1-0",,35.046018,-85.304736,,,,,,2
2178,3120,"Houston & McCallie Ave",,35.046830,-85.304133,,,,,,2
2179,3121,"Houston & Vine Street",,35.048912,-85.303027,,,,,,2
2180,3122,"Houston & 4th Street",,35.051265,-85.301669,,,,,,2
2187,3148,"Hardy School-1",,35.062255,-85.259192,,,,,,2
2197,3338,"Eastgate Loop IB 1st stop",,35.008113,-85.211785,,,,,,2
2198,3340,"Brainerd Rd & Belaire Dr",,35.011216,-85.215760,,,,,,2
2222,12,"Stuart & Chamberlain",,35.070374,-85.246341,,,,,,2
2223,1293,"Brainerd Rd & Old Food City-1",,35.017769,-85.238315,,,,,,2
2228,2414,"Stuart & Taylor-1",,35.071360,-85.249100,,,,,,2
2229,2416,"Stuart & Wheeler-1",,35.070850,-85.247740,,,,,,2
2238,3267,"Bonny Oaks & Noah Reid-1",,35.074643,-85.170630,,,,,,2
2239,3295,"Volkswagen Dr & Volkswagen NS-1",,35.075224,-85.130214,,,,,,2
2240,3296,"Volkswagen Dr & Erlanger NS-1",,35.071361,-85.134102,,,,,,2
2241,3297,"Volkswagen Dr & Amazon NS-1",,35.070712,-85.141942,,,,,,2
2242,3303,"Discovery Dr & Integrated Dr",,35.076202,-85.151122,,,,,,2
2243,3307,"Hickory Valley Rd & Discovery Dr-1",,35.075998,-85.154817,,,,,,2
2244,3343,"Frazier & North Market",,35.062711,-85.308524,,,,,,2
2245,3350,"Brainerd & United Methodist Church",,35.016055,-85.235500,,,,,,2
2274,3440,"Bonny Oaks & Boriss-1",,35.073780,-85.163361,,,,,,2
2275,3441,"Bonny Oaks & Basswood Dr-1",,35.074785,-85.167910,,,,,,2
2276,3442,"Bonny Oaks & Holiday Hills Dr-1",,35.074732,-85.169434,,,,,,2
2277,3443,"Bonny Oaks & Canyon Dr-1",,35.074385,-85.175718,,,,,,2
2278,3444,"Bonny Oaks & Laguana Dr-1",,35.074252,-85.178601,,,,,,2
2279,3445,"Bonny Oaks & Preservation Dr-1",,35.073976,-85.182669,,,,,,2
2280,3447,"Bonny Oaks & Redlands Dr-1",,35.074761,-85.196111,,,,,,2
